"","Name","Elevation","Replicate_num","Info.available.on.when.barnacle.first.present.","Month.added.to.dataset..Feb..Aug..Mar.","Month.first.present..Feb..Aug..Mar..Unk...if.covered.previously..etc.....","X18FebAfter_Barnacle_num","X18FebAfter_photo_num","X18FebAfter_X_pixels","X18FebAfter_Y_pixels","X18FebAfter_Angle_pixels","X18FebAfter_Length_pixels","X18FebAfter_notes","X18AugBefore_Survived...Dead..Alive..Absent..New..Covered.by.left.right.top.bottom.","New.August.ROI.barnacle.number..optional.","X18AugBefore_photo_num","X18AugBefore_X_pixels","X18AugBefore_Y_pixels","X18AugBefore_Angle_pixels","X18AugBefore_Length_pixels","X18AugBefore_notes","X18AugAfter_photo_num","X18AugAfter_Removed...Y...N..or.covered.by.left.right.top.bottom.","X18AugAfter_Removed_notes","Time2Start_Include_1","Time2Start_X_pixels","Time2Start_Y_pixels","Time2Start_Angle_pixels","Time2Start_Length_pixels","X19Mar_Survived...Dead..Alive..Alive.Blurry..Absent..Covered.by.right.left.top.bottom..New.","X19Mar_barnacle_num..optional.","X19Mar_photo_num","X19Mar_X_pixels","X19Mar_Y_pixels","X19Mar_Angle_pixels","X19Mar_Length_pixels","generated_uid","ID","Feb.scale","Aug.scale","Mar.scale","Feb.pixel_per_cm","Aug.pixel_per_cm","Mar.pixel_per_cm","Feb.Length","Feb.X","Feb.Y","Aug.Length","Aug.X","Aug.Y","Mar.Length","Mar.X","Mar.Y","change.Y.Aug.Feb","change.Y.Mar.Aug","growth.Aug.Feb","growth.Mar.Aug","y_init.plot","y_del.plot","rep","phot_1","phot_2"
"22","Elizabeth ","Upper",7,"N","Feb","","23",4773,2236.667,1017.667,124.077,41.236,"","Alive","",5136,2252,1015.667,111.801,48.776,"","5208","N","",1,2252,1015.667,111.801,"48.776","Alive","",5425,1694,1334,,51.264,22,"Upper.7.22",1324.913,1333.366,1311.308,220.818833333333,222.227666666667,218.551333333333,0.186741318109189,10.1289684681183,4.60860599903541,0.219486622577747,10.1337517230828,4.57038952545663,0.234562741934008,7.75103942018199,6.10382915379148,-0.0382164735787818,1.53343962833485,0.0327453044685578,0.015076119356261,197.167,12,"4773","4773 5136","5136 5425"
"23","Elizabeth ","Upper",7,"N","Feb","","24",4773,2168,965.667,93.731,46.121,"","Alive","",5136,2179.667,958.333,98.82,58.088,"","5208","N","",1,2179.667,958.333,98.82,"58.088","Alive","",5425,1607,1281,,52.498,23,"Upper.7.23",1324.913,1333.366,1311.308,220.818833333333,222.227666666667,218.551333333333,0.208863525378647,9.8180031443574,4.37311883874639,0.261389595954899,9.80826119760066,4.31239284637526,0.240209012680469,7.35296360580428,5.86132319790621,-0.0607259923711299,1.54893035153095,0.0525260705762516,-0.0211805832744304,145.167,17.3340000000001,"4773","4773 5136","5136 5425"
"27","Elizabeth ","Upper",7,"N","Feb","","28",4773,2619.667,1131,47.643,46.236,"","Alive","",5136,2639.667,1135,32.905,60.648,"","5208","N","",1,2639.667,1135,32.905,"60.648","Dead","",5425,,,,,27,"Upper.7.27",1324.913,1333.366,1311.308,220.818833333333,222.227666666667,218.551333333333,0.209384314290825,11.8634219756316,5.12184573628608,0.272909313721814,11.8782104838431,5.1073748693157,,,,-0.0144708669703792,,0.0635249994309887,,310.5,6,"4773","4773 5136","5136 5425"
"29","Elizabeth ","Upper",7,"N","Feb","","30",4773,2728.333,974,104.47,31.531,"","Alive","",5136,2747.5,983.25,-81.87,57.064,"","5208","N","",1,2747.5,983.25,-81.87,"57.064","Alive","",5425,2208,1274.667,,59.21,29,"Upper.7.29",1324.913,1333.366,1311.308,220.818833333333,222.227666666667,218.551333333333,0.142791262520633,12.3555267402463,4.41085565618271,0.256781708848133,12.3634470955462,4.42451659934332,0.270920332980505,10.1028896338618,5.83234602396996,0.0136609431606081,1.40782942462664,0.1139904463275,0.0141386241323717,153.5,0.75,"4773","4773 5136","5136 5425"
"30","Elizabeth ","Upper",7,"N","Feb","","31",4773,2742.333,1138,127.747,38.534,"","Alive","",5136,2757,1126.75,119.954,68.529,"","5208","N","",1,2757,1126.75,119.954,"68.529","Alive","",5425,2230.667,1410,,80.587,30,"Upper.7.30",1324.913,1333.366,1311.308,220.818833333333,222.227666666667,218.551333333333,0.174505042972633,12.4189271295549,5.15354593094037,0.308372944862851,12.4061960481968,5.07025077885592,0.368732593715588,10.2066043980514,6.45157354336281,-0.0832951520844523,1.38132276450689,0.133867901890218,0.060359648852737,317.5,21.25,"4773","4773 5136","5136 5425"
"31","Elizabeth ","Upper",7,"N","Feb","","32",4773,2685,1342.667,19.983,23.409,"","Alive","",5136,2679.5,1369,34.38,46.043,"","5208","N","",1,2679.5,1369,34.38,"46.043","Alive","",5425,,,,,31,"Upper.7.31",1324.913,1333.366,1311.308,220.818833333333,222.227666666667,218.551333333333,0.106009979523184,12.1592889495386,6.08040075084175,0.207188423883615,12.0574545923625,6.16034907144775,,,,0.0799483206059968,,0.101178444360431,,522.167,-16.3330000000001,"4773","4773 5136","5136 5425"
"32","Elizabeth ","Upper",7,"N","Feb","","33",4773,2599.333,1442.667,51.34,70.174,"","Alive","",5136,2599.25,1435,45.567,71.072,"","5208","N","",1,2599.25,1435,45.567,"71.072","Alive","",5425,2099.333,1747.333,,69.971,32,"Upper.7.32",1324.913,1333.366,1311.308,220.818833333333,222.227666666667,218.551333333333,0.317789922810026,11.7713374387601,6.53326067447447,0.31981616450397,11.6963384397082,6.45734179512602,0.320158193193361,9.60567463936771,7.99506904556367,-0.0759188793484551,1.53772725043765,0.00202624169394361,0.000342028689391483,622.167,17.6669999999999,"4773","4773 5136","5136 5425"
"34","Elizabeth ","Upper",7,"N","Feb","","35",4773,2485.333,1677.333,157.62,36.417,"","Dead","",5136,2477.5,1656,36.573,38.601,"","5208","N","",0,,,,,"Dead","",5425,,,,,34,"Upper.7.34",1324.913,1333.366,1311.308,220.818833333333,222.227666666667,218.551333333333,0.164917998389328,11.2550771258188,7.59596894286644,0.173700244344014,11.1484768623169,7.45181743047295,,,,-0.144151512393484,,0.00878224595468538,,856.833,31.3330000000001,"4773","4773 5136","5136 5425"
"35","Elizabeth ","Upper",7,"N","Feb","","36",4773,2686.667,1743.667,168.996,36.739,"","Alive","",5136,2671,1730.25,-2.291,50.062,"","5208","N","",1,2671,1730.25,-2.291,"50.062","Alive-Blurry","",5425,,,,,35,"Upper.7.35",1324.913,1333.366,1311.308,220.818833333333,222.227666666667,218.551333333333,0.166376207343426,12.1668381244655,7.89636904460897,0.22527348079972,12.0192055294645,7.78593424461101,,,,-0.110434799997959,,0.0588972734562948,,923.167,23.4169999999999,"4773","4773 5136","5136 5425"
"38","Elizabeth ","Upper",7,"N","Feb","","39",4773,2859,1744,157.249,34.052,"","Alive","",5136,2863.75,1747.5,153.97,47.405,"","5208","N","",1,2863.75,1747.5,153.97,"47.405","Alive-Blurry","",5425,,,,,38,"Upper.7.38",1324.913,1333.366,1311.308,220.818833333333,222.227666666667,218.551333333333,0.154207861195414,12.9472652166595,7.89787706815466,0.213317273726794,12.8865592792977,7.8635573428451,,,,-0.0343197253095635,,0.0591094125313794,,923.5,6.5,"4773","4773 5136","5136 5425"
"42","Elizabeth ","Upper",7,"N","Feb","","43",4773,3254,2908.5,15.068,26.926,"","Alive","",5136,3226.333,2912.667,-11.004,36.086,"","5208","N","",1,3226.333,2912.667,-11.004,"36.086","Covered by bottom","",5425,,,,,42,"Upper.7.42",1324.913,1333.366,1311.308,220.818833333333,222.227666666667,218.551333333333,0.121937063037347,14.7360619150088,13.1714308788577,0.16238302161597,14.5181428055013,13.1066803863305,,,,-0.0647504925271711,,0.0404459585786238,,2088,5.83300000000008,"4773","4773 5136","5136 5425"
"43","Elizabeth ","Upper",7,"N","Feb","","44",4773,3314.333,2785,111.801,26.373,"","Alive","",5136,3295.667,2800.333,78.996,36.739,"","5208","N","",1,3295.667,2800.333,78.996,"36.739","Covered by bottom","",5425,,,,,43,"Upper.7.43",1324.913,1333.366,1311.308,220.818833333333,222.227666666667,218.551333333333,0.119432747659658,15.0092858927341,12.6121488731713,0.165321449624484,14.830138161615,12.6011897708506,,,,-0.0109591023206814,,0.0458887019648265,,1964.5,-5.33300000000008,"4773","4773 5136","5136 5425"
"45","Elizabeth ","Upper",7,"N","Feb","","46",4773,3356.667,2853.667,15.255,22.804,"","Alive","",5136,3369.667,2838.333,-13.092,44.627,"","5208","N","",1,3369.667,2838.333,-13.092,"44.627","Covered by bottom","",5425,,,,,45,"Upper.7.45",1324.913,1333.366,1311.308,220.818833333333,222.227666666667,218.551333333333,0.103270176985206,15.2009996128048,12.9231141969322,0.20081657999379,15.1631300033149,12.7721855814533,,,,-0.15092861547892,,0.0975464030085843,,2033.167,25.3339999999998,"4773","4773 5136","5136 5425"
"46","Elizabeth ","Upper",7,"N","Feb","","47",4773,2913,875.5,99.728,35.511,"","Alive","",5136,2925.333,864.333,-77.005,52.57,"","5208","N","",1,2925.333,864.333,-77.005,"52.57","Alive","",5425,2367.667,1125.667,,66.198,46,"Upper.7.46",1324.913,1333.366,1311.308,220.818833333333,222.227666666667,218.551333333333,0.160815087481216,13.1918095754212,3.96478863140448,0.236559204299495,13.1636759899382,3.88940320962136,0.302894514484774,10.8334594160945,5.15058399704722,-0.0753854217831127,1.26118078742586,0.0757441168182789,0.0663353101852793,55,21.167,"4773","4773 5136","5136 5425"
"48","Elizabeth ","Upper",7,"N","Feb","","49",4773,3116.333,1080.667,30.466,40.022,"","Alive","",5136,3122.667,1078.667,30.324,61.283,"","5208","N","",1,3122.667,1078.667,30.324,"61.283","Alive","",5425,2601.667,1330.333,,46.97,48,"Upper.7.48",1324.913,1333.366,1311.308,220.818833333333,222.227666666667,218.551333333333,0.181243598636288,14.1126232439413,4.89390775092402,0.275766743714779,14.0516572343978,4.85388257987679,0.214915183923228,11.9041460892483,6.08705048699466,-0.0400251710472297,1.23316790711787,0.0945231450784912,-0.0608515597915512,260.167,12,"4773","4773 5136","5136 5425"
"49","Elizabeth ","Upper",7,"N","Feb","","50",4773,2996.333,1277,128.047,29.067,"","Alive","",5136,2997.25,1264.25,-58.241,48.708,"","5208","N","",1,2997.25,1264.25,-58.241,"48.708","Alive-Blurry","",5425,,,,,49,"Upper.7.49",1324.913,1333.366,1311.308,220.818833333333,222.227666666667,218.551333333333,0.131632794002323,13.569191335582,5.78302122478985,0.219180630074563,13.4872945612832,5.68898561985231,,,,-0.0940356049375408,,0.08754783607224,,456.5,22.75,"4773","4773 5136","5136 5425"
"53","Elizabeth ","Upper",7,"N","Feb","","55",4773,3257.667,1876,13.671,38.482,"","Alive","",5136,3239.25,1873.75,21.125,47.817,"","5208","N","",1,3239.25,1873.75,21.125,"47.817","Alive-Blurry","",5425,,,,,53,"Upper.7.53",1324.913,1333.366,1311.308,220.818833333333,222.227666666667,218.551333333333,0.174269555812344,14.7526682884084,8.49565216734985,0.215171228304907,14.5762678814369,8.43166842412361,,,,-0.0639837432262453,,0.0409016724925626,,1055.5,12.25,"4773","4773 5136","5136 5425"
"54","Elizabeth ","Upper",7,"N","Feb","","56",4773,3306,1883.667,9.211,37.154,"","Alive","",5136,3303.5,1892.5,15.945,50.961,"","5208","N","",1,3303.5,1892.5,15.945,"50.961","Dead","",5425,,,,,54,"Upper.7.54",1324.913,1333.366,1311.308,220.818833333333,222.227666666667,218.551333333333,0.168255576026501,14.9715490752978,8.53037293769478,0.229318881687399,14.8653857980479,8.51604135698675,,,,-0.0143315807080224,,0.0610633056608973,,1063.167,1.16699999999992,"4773","4773 5136","5136 5425"
"58","Elizabeth ","Upper",7,"N","Feb","","60",4773,3342.667,2049.333,128.991,54.557,"","Alive","",5136,3335.25,2053.25,130.365,53.202,"","5208","N","",1,3335.25,2053.25,130.365,"53.202","Covered by bottom","",5425,,,,,58,"Upper.7.58",1324.913,1333.366,1311.308,220.818833333333,222.227666666667,218.551333333333,0.247066788536304,15.1375992234962,9.28060785878016,0.239403134623202,15.0082572976962,9.23939863473345,,,,-0.0412092240467121,,-0.00766365391310217,,1228.833,6.08300000000008,"4773","4773 5136","5136 5425"
"59","Elizabeth ","Upper",7,"N","Feb","","61",4773,3302.667,2117.333,94.086,42.797,"","Alive","",5136,3292,2127.75,96.71,51.848,"","5208","N","",1,3292,2127.75,96.71,"51.848","Alive-Blurry","",5425,,,,,59,"Upper.7.59",1324.913,1333.366,1311.308,220.818833333333,222.227666666667,218.551333333333,0.193810461517096,14.9564552540431,9.58855260685041,0.233310283898044,14.8136370658919,9.57464042130968,,,,-0.0139121855407343,,0.0394998223809487,,1296.833,-0.416999999999916,"4773","4773 5136","5136 5425"
"62","Elizabeth ","Upper",7,"N","Feb","","64",4773,3464.667,862,52.595,21.468,"","Alive","",5136,3495,857,74.358,25.962,"","5208","N","",1,3495,857,74.358,"25.962","Alive-Blurry","",5425,,,,,62,"Upper.7.62",1324.913,1333.366,1311.308,220.818833333333,222.227666666667,218.551333333333,0.0972199684054727,15.6900883303281,3.90365254171406,0.116826137759625,15.7271146856902,3.85640551806481,,,,-0.0472470236492524,,0.0196061693541522,,41.5,15,"4773","4773 5136","5136 5425"
"63","Elizabeth ","Upper",7,"N","Feb","","65",4773,3517.333,2662.333,97.595,59.87,"","Alive","",5136,3523.333,2684,64.916,52.481,"","5208","N","",1,3523.333,2684,64.916,"52.481","Alive","",5425,,,,,63,"Upper.7.63",1324.913,1333.366,1311.308,220.818833333333,222.227666666667,218.551333333333,0.27112723627891,15.9285915377085,12.0566391906487,0.236158714111504,15.8546100620535,12.0777040962496,,,,0.0210649056008982,,-0.0349685221674061,,1841.833,-11.6669999999999,"4773","4773 5136","5136 5425"
"68","Elizabeth ","Upper",7,"N","Feb","","70",4773,2849.333,2373.667,43.025,82.073,"","Alive","",5136,2827.5,2360.5,33.111,82.377,"","5208","N","",1,2827.5,2360.5,33.111,"82.377","Blurry","",5425,,,,,68,"Upper.7.68",1324.913,1333.366,1311.308,220.818833333333,222.227666666667,218.551333333333,0.371675725123084,12.9034872478419,10.7493865634951,0.370687418158255,12.7234382757622,10.6219897612508,,,,-0.127396802244263,,-0.000988306964828434,,1553.167,23.1669999999999,"4773","4773 5136","5136 5425"
"69","Elizabeth ","Upper",7,"N","Feb","","71",4773,3092,1831.333,162.474,39.654,"","Alive","",5136,3098.667,1841.667,137.203,36.326,"","5208","N","",1,3098.667,1841.667,137.203,"36.326","Blurry","",5425,,,,,69,"Upper.7.69",1324.913,1333.366,1311.308,220.818833333333,222.227666666667,218.551333333333,0.179577074117319,14.0024288387237,8.29337322526083,0.163462995156619,13.9436598803329,8.2872984611877,,,,-0.00607476407312824,,-0.0161140789607007,,1010.833,-0.333999999999833,"4773","4773 5136","5136 5425"
"70","Elizabeth ","Upper",7,"N","Feb","","72",4773,2939.667,1822.667,-105.524,18.773,"","Alive","",5136,2929.667,1813.333,65.556,24.775,"","5208","N","",1,2929.667,1813.333,65.556,"24.775","Blurry","",5425,,,,,70,"Upper.7.70",1324.913,1333.366,1311.308,220.818833333333,222.227666666667,218.551333333333,0.0850153934635708,13.3125737312563,8.25412838427882,0.111484768623169,13.1831785121265,8.15979858493467,,,,-0.0943297993441483,,0.0264693751595979,,1002.167,19.3339999999998,"4773","4773 5136","5136 5425"
"71","Elizabeth ","Upper",7,"N","Feb","","73",4773,3176,1731,59.931,21.838,"","Alive","",5136,3189.25,1744,35.218,42.027,"","5208","N","",1,3189.25,1744,35.218,"42.027","Blurry","",5425,,,,,71,"Upper.7.71",1324.913,1333.366,1311.308,220.818833333333,222.227666666667,218.551333333333,0.0988955501229137,14.3828311745752,7.83900527808241,0.189116866636767,14.3512733938019,7.84780772871065,,,,0.00880245062823715,,0.0902213165138536,,910.5,-3,"4773","4773 5136","5136 5425"
"73","Elizabeth ","Upper",7,"N","Feb","","75",4773,2758.5,795.5,15.362,94.372,"","Alive","",5136,2770,802,16.113,93.68,"","5208","N","",1,2770,802,16.113,"93.68","Dead","",5425,,,,,73,"Upper.7.73",1324.913,1333.366,1311.308,220.818833333333,222.227666666667,218.551333333333,0.427372967130672,12.4921409934086,3.6025006924983,0.421549672033035,12.4646946149819,3.60891158166625,,,,0.0064108891679493,,-0.00582329509763679,,-25,3.5,"4773","4773 5136","5136 5425"
"165","Addie","Upper",3,"N","","","17",4764,2177.333,986.167,1.828,93.381,"","Alive","",5127,2096,1138.5,-1.79,96.047,"","","N","Alive",1,2096,1138.5,-1.79,"96.047","","",5414,2150,728.5,6.674,94.641,165,"Upper.3.165",1299.901,1324.5,1306.902,216.650166666667,220.75,217.817,0.431022054756478,10.0499945765101,4.55188664367517,0.435093997734994,9.49490373725934,5.15741789354473,0.434497766473691,9.8706712515552,3.34455070081766,0.605531249869562,-1.81286719272708,0.00407194297851682,-0.000596231261303148,165.667,-142.333,"4764","4764 5127","5127 5414"
"167","Addie","Upper",3,"N","","","19",4764,1736.5,1009.667,20.225,40.184,"","Alive","",5127,1657.5,1108,7.472,61.522,"","","N","Alive",1,1657.5,1108,7.472,"61.522","","",5414,1742,717,-7.352,62.514,167,"Upper.3.167",1299.901,1324.5,1306.902,216.650166666667,220.75,217.817,0.185478740304069,8.01522577488593,4.66035644252908,0.278695356738392,7.50849377123443,5.01925254813137,0.28700239191615,7.99753921870194,3.29175408714655,0.358896105602286,-1.72749846098482,0.0932166164343226,0.00830703517775794,189.167,-88.333,"4764","4764 5127","5127 5414"
"171","Addie","Upper",3,"N","","","23",4764,2038.5,1292.333,-24.775,28.333,"","Alive","",5127,1940.667,1430.667,156.448,42.719,"","","N","Alive",1,1940.667,1430.667,156.448,"42.719","","",5414,2024.5,1028,153.905,54.562,171,"Upper.3.171",1299.901,1324.5,1306.902,216.650166666667,220.75,217.817,0.130777651528847,9.40917808356175,5.96506810903292,0.193517553793884,8.79124348810872,6.48093771234428,0.250494681315049,9.29449951105745,4.71955816120872,0.515869603311363,-1.76137955113556,0.0627399022650373,0.0569771275211643,471.833,-128.334,"4764","4764 5127","5127 5414"
"172","Addie","Upper",3,"N","","","24",4764,2129,1335.333,20.854,44.711,"","Alive","",5127,2028,1493.333,17.447,73.376,"","","N","Alive",1,2028,1493.333,17.447,"73.376","","",5414,2115,1088,19.855,76.551,172,"Upper.3.172",1299.901,1324.5,1306.902,216.650166666667,220.75,217.817,0.206374177725842,9.82690220255235,6.16354476225497,0.332394110985277,9.18686296715742,6.76481540203851,0.351446397664094,9.70998590559965,4.99501875427538,0.601270639783535,-1.76979664776313,0.126019933259435,0.0190522866788166,514.833,-148,"4764","4764 5127","5127 5414"
"175","Addie","Upper",3,"N","","","27",4764,2500.333,1373,21.448,29.341,"","Alive","",5127,2418,1555,8.653,46.581,"","","N","Alive",1,2418,1555,8.653,"46.581","","",5414,2497,1133,0,58,175,"Upper.3.175",1299.901,1324.5,1306.902,216.650166666667,220.75,217.817,0.135430313539262,11.5408773437362,6.33740569474137,0.211012457531144,10.9535673839185,7.04416761041903,0.266278573297768,11.4637516814574,5.20161419907537,0.706761915677658,-1.84255341134366,0.075582143991882,0.0552661157666244,552.5,-172,"4764","4764 5127","5127 5414"
"178","Addie","Upper",3,"N","","","30",4764,1964.167,1468.833,-67.42,108.641,"","Alive","",5127,1852.5,1601,106.144,118.68,"","","N","Alive",1,1852.5,1601,106.144,"118.68","","",5414,1951,1190,110.898,117.745,178,"Upper.3.178",1299.901,1324.5,1306.902,216.650166666667,220.75,217.817,0.501458187969699,9.06607657044652,6.77974553446762,0.53762174405436,8.39184597961495,7.25254813137033,0.540568458843892,8.95706028455079,5.46330176248869,0.472802596902705,-1.78924636888163,0.036163556084661,0.00294671478953168,648.333,-122.167,"4764","4764 5127","5127 5414"
"193","Addie","Upper",3,"N","","","45",4764,2787.5,2114.333,0,31.007,"","Alive","",5127,2649,2329,-5.906,58.31,"","","N","Alive",1,2649,2329,-5.906,"58.31","","",5414,2765,1864,1.591,72.028,193,"Upper.3.193",1299.901,1324.5,1306.902,216.650166666667,220.75,217.817,0.143120129917586,12.8663644385226,9.75920320085914,0.264144960362401,12,10.5503963759909,0.330681259956753,12.6941423304884,8.55764242460414,0.791193175131799,-1.9927539513868,0.121024830444815,0.0665362995943518,1293.833,-204.667,"4764","4764 5127","5127 5414"
