"","Name","Elevation","Replicate_num","Info.available.on.when.barnacle.first.present.","Month.added.to.dataset..Feb..Aug..Mar.","Month.first.present..Feb..Aug..Mar..Unk...if.covered.previously..etc.....","X18FebAfter_Barnacle_num","X18FebAfter_photo_num","X18FebAfter_X_pixels","X18FebAfter_Y_pixels","X18FebAfter_Angle_pixels","X18FebAfter_Length_pixels","X18FebAfter_notes","X18AugBefore_Survived...Dead..Alive..Absent..New..Covered.by.left.right.top.bottom.","New.August.ROI.barnacle.number..optional.","X18AugBefore_photo_num","X18AugBefore_X_pixels","X18AugBefore_Y_pixels","X18AugBefore_Angle_pixels","X18AugBefore_Length_pixels","X18AugBefore_notes","X18AugAfter_photo_num","X18AugAfter_Removed...Y...N..or.covered.by.left.right.top.bottom.","X18AugAfter_Removed_notes","Time2Start_Include_1","Time2Start_X_pixels","Time2Start_Y_pixels","Time2Start_Angle_pixels","Time2Start_Length_pixels","X19Mar_Survived...Dead..Alive..Alive.Blurry..Absent..Covered.by.right.left.top.bottom..New.","X19Mar_barnacle_num..optional.","X19Mar_photo_num","X19Mar_X_pixels","X19Mar_Y_pixels","X19Mar_Angle_pixels","X19Mar_Length_pixels","generated_uid","ID","Feb.scale","Aug.scale","Mar.scale","Feb.pixel_per_cm","Aug.pixel_per_cm","Mar.pixel_per_cm","Feb.Length","Feb.X","Feb.Y","Aug.Length","Aug.X","Aug.Y","Mar.Length","Mar.X","Mar.Y","change.Y.Aug.Feb","change.Y.Mar.Aug","growth.Aug.Feb","growth.Mar.Aug","y_init.plot","y_del.plot","rep","phot_1","phot_2"
"88","Elizabeth ","Upper",7,"N","Aug","","New 15",,,,,,"","New","NewA15",5136,2192.333,1036.333,45,16.997,"15","","","",0,,,,,"Alive","",5425,1628,1365,51.843,35.609,88,"Upper.7.88",,1333.366,1311.308,,222.227666666667,218.551333333333,,,,0.0764846261266599,9.86525680120837,4.66338424708595,0.162931973266387,7.44905087134373,6.245672260064,,1.58228801297805,,0.0864473471397276,,,,"NA 5136","5136 5425"
"89","Elizabeth ","Upper",7,"N","Aug","","New 16",,,,,,"","New","NewA16",5136,2191.667,1126.333,29.745,23.57,"16","","","",0,,,,,"Alive","",5425,1650,1473.5,28.811,22.825,89,"Upper.7.89",,1333.366,1311.308,,222.227666666667,218.551333333333,,,,0.106062401471164,9.86225987463307,5.06837432482904,0.104437706473231,7.54971372095648,6.7421231320178,,1.67374880718876,,-0.00162469499793265,,,,"NA 5136","5136 5425"
"98","Elizabeth ","Upper",7,"N","Aug","","New 25",,,,,,"","New","NewA25",5136,2685.333,971,68.199,21.797,"25","","","",0,,,,,"Alive","",5425,2139,1269.667,46.169,34.897,98,"Upper.7.98",,1333.366,1311.308,,222.227666666667,218.551333333333,,,,0.098084096939625,12.08370244929,4.36939294987273,0.159674157406193,9.78717433280358,5.80946810360342,,1.4400751537307,,0.0615900604665679,,,,"NA 5136","5136 5425"
"109","Elizabeth ","Upper",7,"N","Aug","","New 36",,,,,,"","New","NewA36",5136,3027.333,785,39.094,20.827,"36","","","",0,,,,,"Alive","",5425,2474,1032.5,55.561,42.438,109,"Upper.7.109",,1333.366,1311.308,,222.227666666667,218.551333333333,,,,0.093719203879505,13.6226647447138,3.53241345587033,0.194178636903001,11.3199949973614,4.72429055568943,,1.1918770998191,,0.100459433023496,,,,"NA 5136","5136 5425"
"167","Addie","Upper",3,"N","","","19",4764,1736.5,1009.667,20.225,40.184,"","Alive","",5127,1657.5,1108,7.472,61.522,"","","N","Alive",1,1657.5,1108,7.472,"61.522","","",5414,1742,717,-7.352,62.514,167,"Upper.3.167",1299.901,1324.5,1306.902,216.650166666667,220.75,217.817,0.185478740304069,8.01522577488593,4.66035644252908,0.278695356738392,7.50849377123443,5.01925254813137,0.28700239191615,7.99753921870194,3.29175408714655,0.358896105602286,-1.72749846098482,0.0932166164343226,0.00830703517775794,189.167,-88.333,"4764","4764 5127","5127 5414"
"168","Addie","Upper",3,"N","","","20",4764,1782.667,985.5,-56.689,42.065,"","Alive","",5127,1723,1085,127.235,62.801,"","","N","Alive",1,1723,1085,127.235,"62.801","","",5414,1814.5,700.5,135,63.64,168,"Upper.3.168",1299.901,1324.5,1306.902,216.650166666667,220.75,217.817,0.194160939948504,8.22832046440459,4.54880794768217,0.284489241223103,7.80520951302378,4.91506228765572,0.292171869046034,8.33038743532415,3.21600242405322,0.36625433997355,-1.6990598636025,0.0903283012745994,0.00768262782293094,165,-89.5,"4764","4764 5127","5127 5414"
"169","Addie","Upper",3,"N","","","21",4764,1705,1288.5,-95.194,33.108,"","Alive","",5127,1621.5,1388,93.066,56.08,"","","N","Alive",1,1621.5,1388,93.066,"56.08","","",5414,1725.5,989.5,92.42,71.063,169,"Upper.3.169",1299.901,1324.5,1306.902,216.650166666667,220.75,217.817,0.152817791508738,7.86983008706047,5.94737599247943,0.254043035107588,7.34541336353341,6.2876557191393,0.326250935418264,7.92178755560861,4.54280428065762,0.340279726659872,-1.74485143848168,0.10122524359885,0.0722079003106761,468,-89.5,"4764","4764 5127","5127 5414"
"171","Addie","Upper",3,"N","","","23",4764,2038.5,1292.333,-24.775,28.333,"","Alive","",5127,1940.667,1430.667,156.448,42.719,"","","N","Alive",1,1940.667,1430.667,156.448,"42.719","","",5414,2024.5,1028,153.905,54.562,171,"Upper.3.171",1299.901,1324.5,1306.902,216.650166666667,220.75,217.817,0.130777651528847,9.40917808356175,5.96506810903292,0.193517553793884,8.79124348810872,6.48093771234428,0.250494681315049,9.29449951105745,4.71955816120872,0.515869603311363,-1.76137955113556,0.0627399022650373,0.0569771275211643,471.833,-128.334,"4764","4764 5127","5127 5414"
"172","Addie","Upper",3,"N","","","24",4764,2129,1335.333,20.854,44.711,"","Alive","",5127,2028,1493.333,17.447,73.376,"","","N","Alive",1,2028,1493.333,17.447,"73.376","","",5414,2115,1088,19.855,76.551,172,"Upper.3.172",1299.901,1324.5,1306.902,216.650166666667,220.75,217.817,0.206374177725842,9.82690220255235,6.16354476225497,0.332394110985277,9.18686296715742,6.76481540203851,0.351446397664094,9.70998590559965,4.99501875427538,0.601270639783535,-1.76979664776313,0.126019933259435,0.0190522866788166,514.833,-148,"4764","4764 5127","5127 5414"
"175","Addie","Upper",3,"N","","","27",4764,2500.333,1373,21.448,29.341,"","Alive","",5127,2418,1555,8.653,46.581,"","","N","Alive",1,2418,1555,8.653,"46.581","","",5414,2497,1133,0,58,175,"Upper.3.175",1299.901,1324.5,1306.902,216.650166666667,220.75,217.817,0.135430313539262,11.5408773437362,6.33740569474137,0.211012457531144,10.9535673839185,7.04416761041903,0.266278573297768,11.4637516814574,5.20161419907537,0.706761915677658,-1.84255341134366,0.075582143991882,0.0552661157666244,552.5,-172,"4764","4764 5127","5127 5414"
"178","Addie","Upper",3,"N","","","30",4764,1964.167,1468.833,-67.42,108.641,"","Alive","",5127,1852.5,1601,106.144,118.68,"","","N","Alive",1,1852.5,1601,106.144,"118.68","","",5414,1951,1190,110.898,117.745,178,"Upper.3.178",1299.901,1324.5,1306.902,216.650166666667,220.75,217.817,0.501458187969699,9.06607657044652,6.77974553446762,0.53762174405436,8.39184597961495,7.25254813137033,0.540568458843892,8.95706028455079,5.46330176248869,0.472802596902705,-1.78924636888163,0.036163556084661,0.00294671478953168,648.333,-122.167,"4764","4764 5127","5127 5414"
"190","Addie","Upper",3,"N","","","42",4764,2417.167,1953.667,-67.011,35.673,"","Alive","",5127,2252.75,2132.25,108.104,54.392,"","","N","Alive",1,2252.75,2132.25,108.104,"54.392","","",5414,2362,1684,113.629,69.857,190,"Upper.3.190",1299.901,1324.5,1306.902,216.650166666667,220.75,217.817,0.16465715466024,11.1570050334602,9.01761134117137,0.24639637599094,10.2049830124575,9.65911664779162,0.320714177497624,10.8439653470574,7.73126064540417,0.641505306620255,-1.92785600238745,0.0817392213307005,0.0743178015066842,1133.167,-168.583,"4764","4764 5127","5127 5414"
"193","Addie","Upper",3,"N","","","45",4764,2787.5,2114.333,0,31.007,"","Alive","",5127,2649,2329,-5.906,58.31,"","","N","Alive",1,2649,2329,-5.906,"58.31","","",5414,2765,1864,1.591,72.028,193,"Upper.3.193",1299.901,1324.5,1306.902,216.650166666667,220.75,217.817,0.143120129917586,12.8663644385226,9.75920320085914,0.264144960362401,12,10.5503963759909,0.330681259956753,12.6941423304884,8.55764242460414,0.791193175131799,-1.9927539513868,0.121024830444815,0.0665362995943518,1293.833,-204.667,"4764","4764 5127","5127 5414"
"194","Addie","Upper",3,"N","","","46",4764,2927.333,2173.167,-14.036,28.215,"","Alive","",5127,2790.5,2396,-20.41,45.88,"","","N","Alive",1,2790.5,2396,-20.41,"45.88","","",5414,2899.5,1935.5,-3.122,55.082,194,"Upper.3.194",1299.901,1324.5,1306.902,216.650166666667,220.75,217.817,0.130232994666517,13.5117966675924,10.0307654198281,0.207836919592299,12.6409966024915,10.8539071347678,0.25288200645496,13.3116331599462,8.88589963134191,0.823141714939714,-1.96800750342593,0.0776039249257821,0.0450450868626609,1352.667,-212.833,"4764","4764 5127","5127 5414"
"195","Addie","Upper",3,"N","","","47",4764,3141.167,2221.667,155.433,38.484,"","Alive","",5127,2989,2467,-27.553,51.884,"","","N","Alive",1,2989,2467,-27.553,"51.884","","",5414,3094.5,1995.5,-21.297,63.325,195,"Upper.3.195",1299.901,1324.5,1306.902,216.650166666667,220.75,217.817,0.177631988897616,14.498797985385,10.2546286217181,0.235035107587769,13.5402038505096,11.1755379388448,0.290725700932434,14.2068800874128,9.16136022440856,0.920909317126734,-2.01417771443628,0.057403118690153,0.0556905933446651,1401.167,-235.333,"4764","4764 5127","5127 5414"
"196","Addie","Upper",3,"N","","","48",4764,3210.5,2252,-82.875,40.311,"","Alive","",5127,3067,2510.5,90,53,"","","N","Alive",1,3067,2510.5,90,"53","","",5414,3180.5,2036,98.531,60.671,196,"Upper.3.196",1299.901,1324.5,1306.902,216.650166666667,220.75,217.817,0.186064938791493,14.8188208178931,10.3946377454898,0.240090600226501,13.8935447338618,11.3725934314836,0.278541160699119,14.601706937475,9.34729612472856,0.977955685993733,-2.02529730675502,0.054025661435008,0.0384505604726184,1431.5,-248.5,"4764","4764 5127","5127 5414"
"203","Addie","Upper",3,"N","","","55",4764,3362.167,2611.5,84.852,111.48,"","Alive","",5127,3180.5,2864,81.663,117.239,"","","N","Alive",1,3180.5,2864,81.663,"117.239","","",5414,3295.5,2379.5,85.525,115.352,203,"Upper.3.203",1299.901,1324.5,1306.902,216.650166666667,220.75,217.817,0.514562262818476,15.518875668224,12.0539948811486,0.531093997734994,14.4077010192525,12.9739524348811,0.529582172190417,15.1296730741861,10.9243080200352,0.919957553732448,-2.04964441484592,0.0165317349165183,-0.00151182554457774,1791,-242.5,"4764","4764 5127","5127 5414"
"208","Addie","Upper",3,"N","","","60",4764,1240.667,636.5,64.799,37.878,"","Alive","",5127,1175.667,662.667,59.676,60.944,"","","N","Alive",1,1175.667,662.667,59.676,"60.944","","",5414,1247,283.5,47.951,68.68,208,"Upper.3.208",1299.901,1324.5,1306.902,216.650166666667,220.75,217.817,0.174834852808022,5.72659148658244,2.93791604129853,0.276077010192526,5.32578482446206,3.00188901472254,0.315310558863633,5.72498932590202,1.30155130223995,0.0639729734240078,-1.70033771248258,0.101242157384504,0.0392335486711077,-184,-16.167,"4764","4764 5127","5127 5414"
"209","Addie","Upper",3,"N","","","61",4764,1275.5,712,139.728,94.366,"","Alive","",5127,1207.333,769.333,136.637,99.013,"","","N","Alive",1,1207.333,769.333,136.637,"99.013","","",5414,1299.5,409.5,141.582,111.041,209,"Upper.3.209",1299.901,1324.5,1306.902,216.650166666667,220.75,217.817,0.435568554836099,5.88737142290067,3.28640411846748,0.448530011325028,5.46923216308041,3.48508720271801,0.509790328578577,5.96601734483534,1.88001854767993,0.198683084250524,-1.60506865503807,0.0129614564889293,0.0612603172535491,-108.5,-47.333,"4764","4764 5127","5127 5414"
"210","Addie","Upper",3,"N","","","62",4764,1289.25,974.75,-37.694,27.102,"","Alive","",5127,1193.333,1016.333,135,52.797,"","","N","Alive",1,1193.333,1016.333,135,"52.797","","",5414,1284,648.5,144.834,53.824,210,"Upper.3.210",1299.901,1324.5,1306.902,216.650166666667,220.75,217.817,0.125095680363351,5.95083779457051,4.49918878437666,0.23917100792752,5.40581200453001,4.604,0.247106516020329,5.89485669162646,2.97726991006212,0.104811215623345,-1.62673008993788,0.114075327564169,0.00793550809280913,154.25,-31.583,"4764","4764 5127","5127 5414"
"219","Addie","Upper",3,"N","","","2",,,,,,"","New","",5127,1454.5,767,0,25,"","","N","",1,1454.5,767,0,"25","","",5414,1535.667,395.667,1.332,42.687,219,"Upper.3.219",,1324.5,1306.902,,220.75,217.817,,,,0.113250283125708,6.58890147225368,3.47451868629672,0.195976438937273,7.05026237621489,1.81651110794842,,-1.6580075783483,,0.0827261558115652,,,,"NA 5127","5127 5414"
"231","Addie","Upper",3,"N","","","14",,,,,,"","New","",5127,2042.5,923,16.504,28.16,"","","N","",1,2042.5,923,16.504,"28.16","","",5414,2102,526.5,-170.87,56.719,231,"Upper.3.231",,1324.5,1306.902,,220.75,217.817,,,,0.127565118912797,9.25254813137033,4.18120045300113,0.260397489635795,9.65030277710188,2.41716670415991,,-1.76403374884122,,0.132832370722998,,,,"NA 5127","5127 5414"
"233","Addie","Upper",3,"N","","","16",,,,,,"","New","",5127,1359,1318,125.538,34.409,"","","N","",1,1359,1318,125.538,"34.409","","",5414,1444,941.5,111.413,54.781,233,"Upper.3.233",,1324.5,1306.902,,220.75,217.817,,,,0.155873159682899,6.15628539071348,5.97055492638732,0.251500112479742,6.62941827313754,4.32243580620429,,-1.64811912018303,,0.0956269527968429,,,,"NA 5127","5127 5414"
"234","Addie","Upper",3,"N","","","17",,,,,,"","New","",5127,1411.5,1312.5,122.196,31.906,"","","N","",1,1411.5,1312.5,122.196,"31.906","","",5414,1516.5,931,123.389,52.697,234,"Upper.3.234",,1324.5,1306.902,,220.75,217.817,,,,0.144534541336353,6.39411098527746,5.94563986409966,0.24193244788056,6.96226648975975,4.27423020241763,,-1.67140966168204,,0.0973979065442069,,,,"NA 5127","5127 5414"
"235","Addie","Upper",3,"N","","","18",,,,,,"","New","",5127,1493,1527,154.654,42.048,"","","N","",1,1493,1527,154.654,"42.048","","",5414,1584.333,1135.667,149.49,64.256,235,"Upper.3.235",,1324.5,1306.902,,220.75,217.817,,,,0.190477916194791,6.76330690826727,6.91732729331823,0.294999931134852,7.27368846325126,5.21385842243718,,-1.70346887088105,,0.104522014940061,,,,"NA 5127","5127 5414"
"236","Addie","Upper",3,"N","","","19",,,,,,"","New","",5127,1579.5,1489.5,122.196,31.906,"","","N","",1,1579.5,1489.5,122.196,"31.906","","",5414,1680,1092.333,113.86,56.115,236,"Upper.3.236",,1324.5,1306.902,,220.75,217.817,,,,0.144534541336353,7.15515288788222,6.74745186862967,0.257624519665591,7.71289660586639,5.01491160010467,,-1.732540268525,,0.113089978329238,,,,"NA 5127","5127 5414"
"237","Addie","Upper",3,"N","","","20",,,,,,"","New","",5127,1101,1617.5,-36.431,52.202,"","","N","",1,1101,1617.5,-36.431,"52.202","","",5414,1218.333,1248,144.744,70.679,237,"Upper.3.237",,1324.5,1306.902,,220.75,217.817,,,,0.236475651189128,4.98754246885617,7.3272933182333,0.324487987622637,5.59337884554465,5.72958033578646,,-1.59771298244683,,0.0880123364335094,,,,"NA 5127","5127 5414"
"238","Addie","Upper",3,"N","","","21",,,,,,"","New","",5127,3347,2808.5,49.6,61.717,"","","N","",1,3347,2808.5,49.6,"61.717","","",5414,3471,2325.333,49.808,76.652,238,"Upper.3.238",,1324.5,1306.902,,220.75,217.817,,,,0.279578708946772,15.1619479048698,12.722536806342,0.351910089662423,15.9353953089061,10.6756267876245,,-2.04691001871754,,0.0723313807156507,,,,"NA 5127","5127 5414"
"241","Addie","Upper",3,"N","","","24",,,,,,"","New","",5127,2791.5,2538,-27.951,55.471,"","","N","",1,2791.5,2538,-27.951,"55.471","","",5414,2904,2088.333,147.095,80.994,241,"Upper.3.241",,1324.5,1306.902,,220.75,217.817,,,,0.251284258210646,12.6455266138165,11.4971687429219,0.37184425458068,13.3322927044262,9.58755744501118,,-1.90961129791068,,0.120559996370035,,,,"NA 5127","5127 5414"
"242","Addie","Upper",3,"N","","","25",,,,,,"","New","",5127,1944.5,2504.5,96.34,45.277,"","","N","",1,1944.5,2504.5,96.34,"45.277","","",5414,2066.667,2064.667,102.995,66.959,242,"Upper.3.242",,1324.5,1306.902,,220.75,217.817,,,,0.205105322763307,8.80860702151755,11.3454133635334,0.307409430852505,9.48808862485481,9.47890660508592,,-1.86650675844749,,0.102304108089198,,,,"NA 5127","5127 5414"
"243","Addie","Upper",3,"N","","","26",,,,,,"","New","",5127,1963,2590.5,79.919,45.706,"","","N","",1,1963,2590.5,79.919,"45.706","","",5414,2094.667,2160,86.583,66.787,243,"Upper.3.243",,1324.5,1306.902,,220.75,217.817,,,,0.207048697621744,8.89241223103058,11.7349943374858,0.30661977715238,9.61663690161925,9.91658135039965,,-1.8184129870862,,0.0995710795306361,,,,"NA 5127","5127 5414"
"244","Addie","Upper",3,"N","","","27",,,,,,"","New","",5127,2017.5,2456.5,-20.772,31.016,"","","N","",1,2017.5,2456.5,-20.772,"31.016","","",5414,2138,2015.333,166.651,60.472,244,"Upper.3.244",,1324.5,1306.902,,220.75,217.817,,,,0.140502831257078,9.13929784824462,11.1279728199321,0.277627549732115,9.81557913294187,9.25241372344675,,-1.8755590964853,,0.137124718475036,,,,"NA 5127","5127 5414"
"245","Addie","Upper",3,"N","","","28",,,,,,"","New","",5127,1736,2288,-63.435,26.833,"","","N","",1,1736,2288,-63.435,"26.833","","",5414,1877.333,1889.333,156.251,55.506,245,"Upper.3.245",,1324.5,1306.902,,220.75,217.817,,,,0.121553793884485,7.86409966024915,10.3646659116648,0.254828594645964,8.61885435939343,8.67394647800677,,-1.69071943365801,,0.13327480076148,,,,"NA 5127","5127 5414"
"248","Addie","Upper",3,"N","","","31",,,,,,"","New","",5127,1269.5,2022,88.568,40.012,"","","N","",1,1269.5,2022,88.568,"40.012","","",5414,1404.333,1623,93.814,60.133,248,"Upper.3.248",,1324.5,1306.902,,220.75,217.817,,,,0.181254813137033,5.75084937712344,9.15968289920725,0.276071197381288,6.44730668405129,7.45120904245307,,-1.70847385675418,,0.0948163842442551,,,,"NA 5127","5127 5414"
"249","Addie","Upper",3,"N","","","32",,,,,,"","New","",5127,1190.5,2067,102.095,42.953,"","","N","",1,1190.5,2067,102.095,"42.953","","",5414,1316.333,1679,111.801,59.18,249,"Upper.3.249",,1324.5,1306.902,,220.75,217.817,,,,0.194577576443941,5.39297848244621,9.36353340883352,0.271695964961413,6.04329781422019,7.70830559598195,,-1.65522781285157,,0.0771183885174714,,,,"NA 5127","5127 5414"
"253","Addie","Upper",3,"N","","","36",,,,,,"","New","",5127,1861,1882.5,53.616,23.601,"","","N","",1,1861,1882.5,53.616,"23.601","","",5414,1971,1458,81.416,53.93,253,"Upper.3.253",,1324.5,1306.902,,220.75,217.817,,,,0.106912797281993,8.43035107587769,8.5277463193658,0.24759316306808,9.04888048223968,6.69369241151976,,-1.83405390784604,,0.140680365786087,,,,"NA 5127","5127 5414"
